time	V(N021,Vo_led7)	V(Vcc_led,Vi_led7)	I(D28)
5.080655922595520e-06	5.108923e+00	3.488754e+00	6.992472e+00
5.081655922595520e-06	5.108847e+00	3.489399e+00	6.992243e+00
5.082655922595521e-06	5.108781e+00	3.489979e+00	6.992039e+00
5.083655922595520e-06	5.108721e+00	3.490501e+00	6.991859e+00
5.084655922595521e-06	5.108669e+00	3.490971e+00	6.991699e+00
5.085655922595520e-06	5.108623e+00	3.491390e+00	6.991558e+00
5.086655922595521e-06	5.108582e+00	3.491768e+00	6.991433e+00
5.087655922595520e-06	5.108545e+00	3.492111e+00	6.991323e+00
5.088655922595520e-06	5.108513e+00	3.492416e+00	6.991225e+00
5.089655922595521e-06	5.108485e+00	3.492691e+00	6.991139e+00
5.090655922595520e-06	5.108461e+00	3.492943e+00	6.991064e+00
5.091655922595521e-06	5.108439e+00	3.493164e+00	6.990997e+00
5.092655922595520e-06	5.108419e+00	3.493366e+00	6.990939e+00
5.093655922595520e-06	5.108403e+00	3.493549e+00	6.990888e+00
5.094655922595521e-06	5.108388e+00	3.493713e+00	6.990843e+00
5.095655922595520e-06	5.108375e+00	3.493858e+00	6.990804e+00
5.096655922595521e-06	5.108364e+00	3.493992e+00	6.990769e+00
5.097655922595520e-06	5.108354e+00	3.494114e+00	6.990740e+00
5.098655922595521e-06	5.108346e+00	3.494225e+00	6.990714e+00
5.099655922595521e-06	5.108339e+00	3.494320e+00	6.990692e+00
